"Temp"	"S"	"K"	"BMmax"	"TLmax"	"maxBM"
20	25	1	6	3.00157746727538	15807786.259337
20	25	1	6	4.3115403993176	3131456.53148495
20	25	1	6	3.68922169638454	1856.87045286883
20	25	1	6	3.06159959927638	38022110.7462071
20	25	1	6	3.00712190625433	13977915.0490678
20	25	1	6	3.21597363187793	10333147.7143785
20	25	1	6	4.72822751484036	351548.003377575
20	25	1	6	3.87566230062829	4844085.97203376
20	25	1	6	4.51930568354295	817296.220691846
20	25	1	6	4.30936744280355	2142812.98543107
20	25	1	6	4.52049103214773	826489.786309794
20	25	1	6	4.20377855352474	7933.69201593276
20	25	1	6	3.34269661609149	511632.957074292
20	25	1	6	4.41468748697677	28986.5125066308
20	25	1	6	2.0510739574489	16400045.6918976
20	25	1	6	3.54071890696979	26798135.7714214
20	25	1	6	4.2274281516638	12444757.020998
20	25	1	6	2.01857972231334	5767133.78682787
20	25	1	6	3	58.4597673383106
20	25	1	6	4.13686587792684	7171556.53251031
20	25	1	6	4.67230846119526	241759.102361639
20	25	1	6	4.64946212961768	850670.893665937
20	25	1	6	3.13214622545564	24183071.5216451
20	25	1	6	3.1133862298344	12289300.0154337
20	25	1	6	2.99030619047226	483.855544081665
20	25	1	6	3.01148204086873	9917936.10878436
20	25	1	6	3.86152729948513	13352877.0257236
20	25	1	6	4.10056800129665	31307839.0111316
20	25	1	6	3.19178990142497	2634554.22608669
20	25	1	6	4.09149521379039	129568.386078944
20	25	1	6	4.48772593867649	21732313.2533275
20	25	1	6	3.32474797731508	3049422.10072426
20	25	1	6	3.94991852722204	52739480.3073559
20	25	1	6	2.9453551950906	6928893.63951303
20	25	1	6	4.88334778968606	231249.348557812
20	25	1	6	3.28476519557854	7090.4085902747
20	25	1	6	4.00000225631505	28696605.7284393
20	25	1	6	4.25070516531014	30749201.5689494
20	25	1	6	4.37336745755731	1231755.47998666
20	25	1	6	2.6299468073451	82.033860557587
20	25	1	6	3.4118840745162	4452711.4620398
20	25	1	6	3.00365950128566	31696390.3817547
20	25	1	6	3.46767655147105	12568963.4689756
20	25	1	6	3.00005044269059	9084221.34146625
20	25	1	6	3	440.358171949185
20	25	1	6	3.76503456811601	236234.886461422
20	25	1	6	2.24088007025846	8719756.63758054
20	25	1	6	4.49574074138835	310480.636928589
20	25	1	6	3.27595697579455	6315369.40542469
20	25	1	6	2.55086610143968	2505876.90812883
20	25	1	6	4.04234857764617	6104231.19869632
20	25	1	6	4.30983946078001	13839571.1860677
20	25	1	6	4.04470532734445	12033668.8430238
20	25	1	6	3.72429814173365	272139.81712737
20	25	1	6	3.44703952989275	9201296.10649161
20	25	1	6	3.43267002097556	4823466.22157128
20	25	1	6	3.14459748367939	10464187.5953975
20	25	1	6	3.72114812231312	14483893.218134
20	25	1	6	2.20666743665899	2439532.48324874
20	25	1	6	4.88337038697413	578205.363047609
20	25	1	6	3.48272132754053	2379.61082878663
20	25	1	6	3	17686660.7272523
20	25	1	6	4.06119965422108	12073425.5281925
20	25	1	6	2.65689586066961	3081101.88598871
20	25	1	6	3.28555784326096	544.952052652588
20	25	1	6	4.06421093588558	5141605.20403708
20	25	1	6	3.47671741735828	3837.87477397288
20	25	1	6	3.69302897422308	24881954.6768003
20	25	1	6	3.89273042078739	70059482.433847
20	25	1	6	4.56271458489458	35823.8807778484
20	25	1	6	4.61435874903536	31195193.5759066
20	25	1	6	4.67605259278679	909241.420820842
20	25	1	6	3.12680753415559	16219175.4076512
20	25	1	6	4.2502590912274	11286822.3934122
20	25	1	6	4.48949322848167	731914.576751424
20	25	1	6	4.01568800691203	6025000.92764775
