"Temp"	"S"	"K"	"BMmax"	"Z"	"omega"	"TLmax"	"maxBM"
20	100	1	6	0.25	0.5	3.67230341867442	320.059204680214
NA	NA	NA	NA	NA	NA	NA	NA
20	100	1	6	0.25	0.5	2.43883014238323	115.36131519698
20	100	1	6	0.25	0.5	2.8717026232635	287.998807991114
20	100	1	6	0.25	0.5	2.31744512664841	70.6916994043258
20	100	1	6	0.25	0.5	2.99218633364808	83.8458401236153
20	100	1	6	0.25	0.5	2.76820822920543	351.701446832453
20	100	1	6	0.25	0.5	2.77062802921995	187.062576052457
20	100	1	6	0.25	0.5	3.47366650107024	200.53177493024
20	100	1	6	0.25	0.5	2.42401285802507	70.5571616344629
20	100	1	6	0.25	0.5	2	86.2126517600815
20	100	1	6	0.25	0.5	2.97708299949456	102.892889469911
20	100	1	6	0.25	0.5	2	302.588144705823
20	100	1	6	0.25	0.5	2	47.5587135560355
20	100	1	6	0.25	0.5	2	1.97158249494678
20	100	1	6	0.25	0.5	3.20701402737582	219.054117084865
20	100	1	6	0.25	0.5	1	182.952562608513
20	100	1	6	0.25	0.5	2.69185607630038	383.523738113268
20	100	1	6	0.25	0.5	2.7796578519324	226.084600011229
20	100	1	6	0.25	0.5	3.29858563262908	253.705198335161
20	100	1	6	0.25	0.5	3.2077523500016	294.664763992878
20	100	1	6	0.25	0.5	2	159.056729241845
20	100	1	6	0.25	0.5	2.72232153289184	148.392799223834
20	100	1	6	0.25	0.5	2.85072827575946	208.945434164531
20	100	1	6	0.25	0.5	3.23642932858424	269.015799385609
20	100	1	6	0.25	0.5	3.21795047896868	343.709302835688
20	100	1	6	0.25	0.5	2.96353951009106	188.745303354582
20	100	1	6	0.25	0.5	2	78.0120774016787
20	100	1	6	0.25	0.5	3.18240712928634	422.646680399452
20	100	1	6	0.25	0.5	2.51158443044346	33.8732810010606
20	100	1	6	0.5	0.5	2	137.174940669333
20	100	1	6	0.5	0.5	2	40.2517591315191
20	100	1	6	0.5	0.5	2.65084099696298	77.1977969362592
20	100	1	6	0.5	0.5	2	46.0198852483722
20	100	1	6	0.5	0.5	2.64538737701701	154.974380511144
20	100	1	6	0.5	0.5	2	197.367797624353
20	100	1	6	0.5	0.5	2.3477931135772	64.9205809666831
20	100	1	6	0.5	0.5	2.74269642609052	153.926838626514
20	100	1	6	0.5	0.5	2.49980837573249	197.129644254192
20	100	1	6	0.5	0.5	2	38.6021873520265
20	100	1	6	0.5	0.5	1	1.37829702783193
20	100	1	6	0.5	0.5	1	31.5275827173815
20	100	1	6	0.5	0.5	2	41.4716197770652
20	100	1	6	0.5	0.5	2.55203699439152	201.599820011867
20	100	1	6	0.5	0.5	2.76929794035822	211.834949555884
20	100	1	6	0.5	0.5	1	109.829693338108
20	100	1	6	0.5	0.5	2.5037244929696	185.078806282895
20	100	1	6	0.5	0.5	2	20.2594983137951
20	100	1	6	0.5	0.5	2	89.5696566320586
20	100	1	6	0.5	0.5	2	199.651876657434
20	100	1	6	0.5	0.5	2.75705338927224	139.410215205083
20	100	1	6	0.5	0.5	2.76759284282706	220.366730351671
20	100	1	6	0.5	0.5	2.81207291676652	221.423256614435
20	100	1	6	0.5	0.5	2.76655502169654	141.784382751128
20	100	1	6	0.5	0.5	2	201.954943199933
20	100	1	6	0.5	0.5	2	11.7962847975768
20	100	1	6	0.5	0.5	1	1.97732251513623
20	100	1	6	0.5	0.5	2	12.3005218452891
20	100	1	6	0.5	0.5	2	22.4495478263643
20	100	1	6	0.5	0.5	2	126.507431642836
20	100	1	6	0.5	0.5	1	172.185977065847
20	100	1	6	0.5	0.5	2	180.165289479882
20	100	1	6	0.5	0.5	2	134.673741203497
20	100	1	6	0.5	0.5	2.7933233854459	203.321483659187
20	100	1	6	0.5	0.5	2	173.906143226571
20	100	1	6	0.5	0.5	2	178.774082050499
20	100	1	6	0.5	0.5	2.75252920584606	86.8328278741086
20	100	1	6	0.5	0.5	2	110.221045461199
20	100	1	6	0.5	0.5	2.67659262360751	11.0676949612186
20	100	1	6	0.5	0.5	2	88.9831266943093
20	100	1	6	0.5	0.5	2.76578723376199	186.611313570423
20	100	1	6	0.5	0.5	2	157.929729326712
20	100	1	6	0.5	0.5	2.73950746464902	125.896950610861
20	100	1	6	0.5	0.5	2.36797538371071	44.1461839617419
20	100	1	6	0.5	0.5	1	7.09856480135633
20	100	1	6	0.5	0.5	2.77505280673782	165.627636221091
20	100	1	6	0.5	0.5	1	205.037593141009
20	100	1	6	0.5	0.5	2	11.1852660379997
20	100	1	6	0.5	0.5	2	76.508081544735
20	100	1	6	0.5	0.5	1	15.1970460218389
20	100	1	6	0.5	0.5	2.72012236807732	188.23796757812
20	100	1	6	0.5	0.5	1	6.0934820119925
20	100	1	6	0.5	0.5	2	48.5823066700047
20	100	1	6	0.5	0.5	2.87216919700804	196.472833773062
20	100	1	6	0.5	0.5	1	19.5403398357528
20	100	1	6	0.5	0.5	2.36604135133508	47.6592027757447
20	100	1	6	0.5	0.5	2.71150476997693	164.646709522498
20	100	1	6	0.5	0.5	2.64372777832556	149.889812086279
20	100	1	6	0.5	0.5	2	1.16043800730746
20	100	1	6	0.5	0.5	2	60.0805098759294
20	100	1	6	0.5	0.5	2	148.347024897569
20	100	1	6	0.5	0.5	2	45.0642152880401
20	100	1	6	0.5	0.5	2	52.2007464881554
20	100	1	6	0.5	0.5	2	159.066761757573
20	100	1	6	0.5	0.5	2.70053906247159	92.7748394451655
20	100	1	6	0.5	0.5	1	218.72524633566
20	100	1	6	0.5	0.5	2	149.050472787578
20	100	1	6	0.5	0.5	2	149.46089875093
20	100	1	6	0.5	0.5	1	1.10104221746586
20	100	1	6	0.5	0.5	2.64136088106594	103.151999481075
20	100	1	6	0.5	0.5	2.81981555053335	162.722094624018
NA	NA	NA	NA	NA	NA	NA	NA
20	100	1	6	0.5	0.5	2	61.401200339457
20	100	1	6	0.5	0.5	2	155.796084850583
20	100	1	6	0.5	0.5	2	37.812963882896
20	100	1	6	0.5	0.5	2	46.3448820831446
20	100	1	6	0.5	0.5	2	176.817996052437
20	100	1	6	0.5	0.5	2	101.192093193074
20	100	1	6	0.5	0.5	2.87008990381035	106.392573925268
20	100	1	6	0.5	0.5	2	37.1211426529561
20	100	1	6	0.5	0.5	1	45.221939367962
20	100	1	6	0.5	0.5	2.50500407460502	59.5358804732253
20	100	1	6	0.5	0.5	1	163.64834856006
20	100	1	6	0.5	0.5	1	24.7987223911581
20	100	1	6	0.5	0.5	1	1.00101045398885
20	100	1	6	0.5	0.5	2.44188883628836	124.563762949129
20	100	1	6	0.5	0.5	1	99.2437632060939
20	100	1	6	0.5	0.5	2	213.027465430778
20	100	1	6	0.5	0.5	2	127.4567682205
20	100	1	6	0.5	0.5	2.68984264673717	149.343459441712
20	100	1	6	0.5	0.5	2.73092418597971	184.536460121443
20	100	1	6	0.5	0.5	1	86.884055850499
20	100	1	6	0.5	0.5	2	81.6460581710653
20	100	1	6	0.5	0.5	2	116.723479778045
20	100	1	6	0.5	0.5	2.72728329406404	165.432038125968
20	100	1	6	0.5	0.5	2.65798802265234	185.318782896157
20	100	1	6	0.5	0.5	2.74485263787338	103.32827737993
20	100	1	6	0.5	0.5	1	44.2046301295058
20	100	1	6	0.5	0.5	2	221.126825158234
20	100	1	6	0.5	0.5	2	17.8513596576724
20	100	1	6	0	1	4.05020293890085	894907.587913513
20	100	1	6	0	1	4.05008845278571	539349.966629485
20	100	1	6	0	1	4.35326786341793	4809526.79599428
20	100	1	6	0	1	3.02706406714896	334.594951810852
20	100	1	6	0	1	3.97154349451609	3042894.76674405
20	100	1	6	0	1	3.53487350842165	9060517.09220957
20	100	1	6	0	1	4.85196220880616	980453.426519725
20	100	1	6	0	1	3.94689148034184	9565863.74455916
20	100	1	6	0	1	3.78560858728139	3234587.29838513
20	100	1	6	0	1	4.21532178188999	169481.857356532
20	100	1	6	0	1	3.29011949233677	1498.65714353459
20	100	1	6	0	1	4.66143204812669	118254.531760173
20	100	1	6	0	1	4.57309045439063	284943.504289347
20	100	1	6	0	1	3.52502894935914	5103889.97724941
20	100	1	6	0	1	3.7677518440344	5849995.0514952
20	100	1	6	0	1	3.97408228849759	2951001.81549765
20	100	1	6	0	1	3.42217190841818	3831575.86213244
20	100	1	6	0	1	3.84566329276917	10829.0359686957
20	100	1	6	0	1	4.5534180931465	1887069.28997579
20	100	1	6	0	1	3.42724544040746	5103216.26595909
20	100	1	6	0	1	3.97482406269156	2227800.88545257
20	100	1	6	0	1	3.62714610984579	3369053.26740818
20	100	1	6	0	1	3.51770399522474	5863897.59466891
20	100	1	6	0	1	4.18059406027857	9301643.48295076
20	100	1	6	0	1	3.53317478952495	3449492.78207361
20	100	1	6	0	1	3.30451637924516	939.889929679942
20	100	1	6	0	1	4.34568695253443	811925.666685272
20	100	1	6	0	1	3.38924717053616	1301.16260016259
20	100	1	6	0	1	4.59306423984399	218005.583771289
20	100	1	6	0	1	4.20136743127202	2649545.28211239
20	100	1	6	0	1	3.5151419724834	6194579.85083748
20	100	1	6	0	1	3.90662190858764	678073.521596737
20	100	1	6	0	1	3.77078303219687	17794.1923330963
20	100	1	6	0	1	4.16395145231728	4506950.99325195
20	100	1	6	0	1	2.52026351441204	17579.7101120673
20	100	1	6	0	1	4.3104836279558	443852.571093741
20	100	1	6	0	1	3.82118988454155	4384669.94620461
20	100	1	6	0	1	4.42531272037586	1507420.99146784
20	100	1	6	0	1	4.61056013881585	2689817.2321201
20	100	1	6	0	1	4.76596885392349	373950.178978579
20	100	1	6	0	1	4.167913173439	1921706.65891799
20	100	1	6	0	1	3.45771729258308	9785595.04267509
20	100	1	6	0	1	3.62084817985734	5840432.28885612
20	100	1	6	0	1	4.40354670627325	5424670.62471862
20	100	1	6	0	1	2.82393132223687	223.307555590551
20	100	1	6	0	1	3.43187243827749	8437727.51166621
20	100	1	6	0	1	3.58506905604537	5651696.08193586
20	100	1	6	0	1	3.15629622336398	342.318237097587
20	100	1	6	0	1	3.78740954621905	498643.907868953
20	100	1	6	0	1	3.47307163921055	1694.34138831391
20	100	1	6	0	1	3.58173479443703	1855426.97372712
20	100	1	6	0	1	2.96145479486403	427.548511587638
20	100	1	6	0	1	4.69749026922044	607149.996184183
20	100	1	6	0	1	3.50591414968708	5174173.77941827
20	100	1	6	0	1	4.23208608660802	426595.229015313
20	100	1	6	0	1	4.16224770022481	9155365.27942421
20	100	1	6	0	1	3.99989743710359	2678251.64839944
20	100	1	6	0	1	4.15213832393386	447107.430336426
20	100	1	6	0	1	3.22448381984201	388.348084345891
20	100	1	6	0	1	3.05921757086507	1291.45871892871
20	100	1	6	0	1	3.53902559831541	11227444.7032983
20	100	1	6	0	1	4.81193496013719	437905.502686722
20	100	1	6	0	1	4.96815780779764	317432.16342965
20	100	1	6	0	1	3.93349977271526	483113.076526993
20	100	1	6	0	1	4.64929255827523	2400954.99952782
20	100	1	6	0	1	3.38138419003116	4451761.30075132
20	100	1	6	0	1	3.69592287786411	4867170.78603868
20	100	1	6	0	1	4.67173546119153	1209740.38274597
20	100	1	6	0	1	3.01751797717739	478.713070375736
20	100	1	6	0	1	3.89056486663891	6252323.13796442
20	100	1	6	0	1	3.69311075558451	11543521.1107272
NA	NA	NA	NA	NA	NA	NA	NA
20	100	1	6	0	1	3.82077423982393	4824.90301014612
20	100	1	6	0	1	2.98077426025886	13290.5347388108
20	100	1	6	0	1	2.98402575184293	365.169985867491
20	100	1	6	0	1	4.68228199339683	272219.96615281
20	100	1	6	0	1	3.38809433386219	3683586.32163412
20	100	1	6	0	1	4.23542148000608	2830425.50505043
20	100	1	6	0	1	4.10854729243231	3126514.75445215
20	100	1	6	0	1	3.52880884994716	4620.30149900573
20	100	1	6	0	1	2.73113993985746	897.378301988334
20	100	1	6	0	1	4.74308654448981	2183824.83725133
20	100	1	6	0	1	3.49324221352455	704337.041632548
20	100	1	6	0	1	5.13342426839417	240802.299070223
20	100	1	6	0	1	3.00559046353202	208.281699527094
20	100	1	6	0	1	3.85202560746716	5789050.61016291
20	100	1	6	0	1	3	1474.28337989165
20	100	1	6	0	1	3.95325222444369	105795.822529063
20	100	1	6	0	1	3.56087477787452	928649.658581875
20	100	1	6	0	1	4.12637626206575	1446600.6505755
20	100	1	6	0	1	4.14749184415896	1141144.88041804
20	100	1	6	0	1	2.62214814305774	6422.69322681979
20	100	1	6	0	1	3.99923709001225	6165492.76107385
20	100	1	6	0	1	3.62104069790449	3721208.30540873
20	100	1	6	0	1	4.4535976605607	57016.2350014489
20	100	1	6	0	1	3.68590099761359	4078300.03558094
20	100	1	6	0	1	4.34670149624108	1006354.47654514
20	100	1	6	0	1	3.69897731531932	10556.2155061209
20	100	1	6	0	1	3.50295881371475	4960417.29049138
20	100	1	6	0	1	3.42347968533262	13083.5583143975
20	100	1	6	0.25	1	2.57709106469953	406.989808003531
20	100	1	6	0.25	1	2.6111561851064	110.821345344663
20	100	1	6	0.25	1	3.06284062560419	229.817346361513
20	100	1	6	0.25	1	2	124.002991362787
20	100	1	6	0.25	1	2.80178141695569	336.228565497514
20	100	1	6	0.25	1	2.69153456651316	540.794900946782
20	100	1	6	0.25	1	2.81246850535123	154.388441661968
20	100	1	6	0.25	1	3.13496787384737	417.210993838238
20	100	1	6	0.25	1	2.37151048511308	449.245754617174
20	100	1	6	0.25	1	2.34465221083668	110.402210650282
20	100	1	6	0.25	1	1	10.8859481226738
20	100	1	6	0.25	1	1	121.326794935892
20	100	1	6	0.25	1	2.65468652658058	104.696094517168
20	100	1	6	0.25	1	3.07656591654089	525.535876944128
20	100	1	6	0.25	1	3.15732649723297	570.236483879556
20	100	1	6	0.25	1	2	320.914303019905
20	100	1	6	0.25	1	2.23814446016468	502.167432099858
20	100	1	6	0.25	1	2.76488824913625	57.2830178445081
20	100	1	6	0.25	1	2.52183784843412	263.115935666313
20	100	1	6	0.25	1	2.84595714490046	562.147848184442
20	100	1	6	0.25	1	2.87242711782093	379.188859999299
20	100	1	6	0.25	1	3.0994036705878	611.421538603718
20	100	1	6	0.25	1	2.93947977933269	591.474789779283
20	100	1	6	0.25	1	3.21312078920196	372.317231884561
20	100	1	6	0.25	1	2.39807814690952	529.421919110243
20	100	1	6	0.25	1	2.70035761461064	44.628980397816
20	100	1	6	0.25	1	2	10.460906556519
20	100	1	6	0.25	1	2.74395094248854	50.7870510261656
20	100	1	6	0.25	1	2.19675518256856	84.0807669666185
20	100	1	6	0.25	1	2.5268932222797	359.755661241275
20	100	1	6	0.25	1	1	522.489675091722
20	100	1	6	0.25	1	2.68002892184892	531.845440865183
20	100	1	6	0.25	1	2.64640457604085	325.08570491492
20	100	1	6	0.25	1	3.18432048602665	459.901639945355
20	100	1	6	0.25	1	2.5120135960348	505.28760730638
20	100	1	6	0.25	1	2.74258141611212	518.336058648529
20	100	1	6	0.25	1	3.07339011465261	221.006106992281
20	100	1	6	0.25	1	2.49231871892555	342.583920695984
20	100	1	6	0.25	1	3.03462865445315	58.6430140496199
20	100	1	6	0.25	1	2.68006031535031	174.231673489186
20	100	1	6	0.25	1	2.71446810404484	543.251283152832
20	100	1	6	0.25	1	2.8213102002373	457.096021531204
20	100	1	6	0.25	1	3.05242356584582	297.624421891967
20	100	1	6	0.25	1	2.55906308015012	86.6204094539457
20	100	1	6	0.25	1	2	30.5813017840089
20	100	1	6	0.25	1	3.07486517972973	438.287961982706
20	100	1	6	0.25	1	1	605.096573570884
20	100	1	6	0.25	1	2.5284627637304	38.6874369170668
20	100	1	6	0.25	1	2.49666562457024	179.60575759175
20	100	1	6	0.25	1	2	63.0031022139019
20	100	1	6	0.25	1	2.64189637346682	433.935511596369
20	100	1	6	0.25	1	2	30.4147455148355
20	100	1	6	0.25	1	2.67727409825581	116.665533893566
20	100	1	6	0.25	1	3.25303300804825	573.131498246809
20	100	1	6	0.25	1	2.1333184972157	72.4341982368483
20	100	1	6	0.25	1	2.78497615676755	130.406314708256
20	100	1	6	0.25	1	2.96668367020273	321.53554146639
20	100	1	6	0.25	1	2.81078384454141	356.883812718214
20	100	1	6	0.25	1	2.30073324032795	9.34174762114823
20	100	1	6	0.25	1	2.77167219854155	191.222986503577
20	100	1	6	0.25	1	2.6156354236759	338.468964190031
20	100	1	6	0.25	1	2.6495085587813	138.961528844418
20	100	1	6	0.25	1	2.48741126186821	167.330496766237
20	100	1	6	0.25	1	2.57845505678058	448.795696995178
20	100	1	6	0.25	1	2.68044177419302	193.33580380712
20	100	1	6	0.25	1	2	636.981454869296
20	100	1	6	0.25	1	3.05880252405977	443.480753369672
20	100	1	6	0.25	1	2.43607297963179	433.543573186049
20	100	1	6	0.25	1	2	8.76577537621922
20	100	1	6	0.25	1	2.89160905737817	281.480978353328
20	100	1	6	0.25	1	3.40210936167384	415.99234951506
NA	NA	NA	NA	NA	NA	NA	NA
20	100	1	6	0.25	1	2.18913053842599	198.634928753519
20	100	1	6	0.25	1	2.669456144251	432.112167486226
20	100	1	6	0.25	1	2	122.563374463209
20	100	1	6	0.25	1	2.5871642122935	138.742972229615
20	100	1	6	0.25	1	2.56544999654652	531.69961655215
20	100	1	6	0.25	1	2.58504468282745	295.348990199485
20	100	1	6	0.25	1	3.2782379021823	328.911714594828
20	100	1	6	0.25	1	2.1882825342006	131.773004162025
20	100	1	6	0.25	1	2	154.192400527056
20	100	1	6	0.25	1	2.77298271110053	149.189640877943
20	100	1	6	0.25	1	2	459.926599710176
20	100	1	6	0.25	1	2	96.1993173531713
20	100	1	6	0.25	1	2	8.62927359309162
20	100	1	6	0.25	1	3.01381088665817	320.602182229684
20	100	1	6	0.25	1	1	283.209195265926
20	100	1	6	0.25	1	2.3632289622015	534.971940439829
20	100	1	6	0.25	1	2.56301016623088	318.415787435055
20	100	1	6	0.25	1	3.10029575547331	345.373118817486
20	100	1	6	0.25	1	2.9909383151101	375.44557391016
20	100	1	6	0.25	1	2	243.741165027061
20	100	1	6	0.25	1	2.55271730717438	220.693101215548
20	100	1	6	0.25	1	2.78509903227298	293.566393877755
20	100	1	6	0.25	1	3.1116428945154	336.350053509576
20	100	1	6	0.25	1	2.99216532279469	502.614379953413
20	100	1	6	0.25	1	2.80296339469705	287.792520307145
20	100	1	6	0.25	1	2	115.084112998845
20	100	1	6	0.25	1	2.99658066092297	633.688279965742
20	100	1	6	0.25	1	2.18646660235874	64.5133278356828
20	100	1	6	0.5	1	2	215.988656946747
20	100	1	6	0.5	1	2	72.75219509175
20	100	1	6	0.5	1	2.39973602869077	131.538373686137
20	100	1	6	0.5	1	2	81.8511381973172
20	100	1	6	0.5	1	2.38552222386553	228.108672579983
20	100	1	6	0.5	1	2	298.858818656659
20	100	1	6	0.5	1	2.14751601194929	107.063031103856
20	100	1	6	0.5	1	2.50749315981501	236.654524714393
20	100	1	6	0.5	1	2	291.442137638884
20	100	1	6	0.5	1	2	71.1661044203269
20	100	1	6	0.5	1	1	5.76066530699731
20	100	1	6	0.5	1	1	61.2205038428564
20	100	1	6	0.5	1	2	71.4027347183985
20	100	1	6	0.5	1	2.34718576778109	299.442037816504
20	100	1	6	0.5	1	2.51981833588089	314.626358881173
20	100	1	6	0.5	1	1	179.235136497186
20	100	1	6	0.5	1	2	283.319554053703
20	100	1	6	0.5	1	2	40.4179680867863
20	100	1	6	0.5	1	2	150.098660992028
20	100	1	6	0.5	1	2	302.131559720746
20	100	1	6	0.5	1	2.44530435513306	221.321143914768
20	100	1	6	0.5	1	2.51276644810782	323.723431602618
20	100	1	6	0.5	1	2.44057329146312	324.866884408578
20	100	1	6	0.5	1	2.50455328390299	223.183399361714
20	100	1	6	0.5	1	2	306.045410452129
20	100	1	6	0.5	1	2	27.4422949652691
20	100	1	6	0.5	1	1	7.01361665643854
20	100	1	6	0.5	1	2	28.6231071540874
20	100	1	6	0.5	1	1	46.6094227578096
20	100	1	6	0.5	1	2	203.088305393321
20	100	1	6	0.5	1	1	261.383627387889
20	100	1	6	0.5	1	2	269.508327052069
20	100	1	6	0.5	1	2	212.610598419061
20	100	1	6	0.5	1	2.57572731360351	304.684962837931
20	100	1	6	0.5	1	1	266.175111128686
20	100	1	6	0.5	1	2	271.079056379837
20	100	1	6	0.5	1	2.5410917675589	140.818701817285
20	100	1	6	0.5	1	1	176.737410811976
20	100	1	6	0.5	1	2.25598886059222	25.3060999369275
20	100	1	6	0.5	1	2	127.168757159352
20	100	1	6	0.5	1	2.42577934743675	280.886321342197
20	100	1	6	0.5	1	2	242.677136540174
20	100	1	6	0.5	1	2.52824480016444	198.270794412068
20	100	1	6	0.5	1	2	65.3106784690763
20	100	1	6	0.5	1	1	18.1770568937434
20	100	1	6	0.5	1	2.48454361912074	256.431187962363
20	100	1	6	0.5	1	1	304.299003082482
20	100	1	6	0.5	1	2	25.4172904562387
20	100	1	6	0.5	1	2	121.549867321053
20	100	1	6	0.5	1	1	33.6520298412919
20	100	1	6	0.5	1	2.34727316643527	281.013804838327
20	100	1	6	0.5	1	1	16.5469950901862
20	100	1	6	0.5	1	2	82.3415701966139
20	100	1	6	0.5	1	2.73053277538347	292.88781342316
20	100	1	6	0.5	1	1	41.4263261532451
20	100	1	6	0.5	1	2.09850365410759	83.1763280446432
20	100	1	6	0.5	1	2.50528189081794	232.404597165285
20	100	1	6	0.5	1	2.38243520556681	230.055131143754
20	100	1	6	0.5	1	1	5.1294686177069
20	100	1	6	0.5	1	2	105.962653273104
20	100	1	6	0.5	1	2	218.163150679604
20	100	1	6	0.5	1	2	82.6191403783133
20	100	1	6	0.5	1	2	94.3116835417048
20	100	1	6	0.5	1	1	248.326838125665
20	100	1	6	0.5	1	2.33688560852194	142.660041652464
20	100	1	6	0.5	1	1	321.050216642494
20	100	1	6	0.5	1	2	229.878946364099
20	100	1	6	0.5	1	2	230.528528078992
20	100	1	6	0.5	1	1	4.92139998789438
20	100	1	6	0.5	1	2.35167065684043	168.828269092277
20	100	1	6	0.5	1	2.5551333977084	251.267796120903
NA	NA	NA	NA	NA	NA	NA	NA
20	100	1	6	0.5	1	2	108.134647683247
20	100	1	6	0.5	1	2	246.199229985127
20	100	1	6	0.5	1	1	70.7554896259336
20	100	1	6	0.5	1	2	83.8991100039579
20	100	1	6	0.5	1	2	267.319312947757
20	100	1	6	0.5	1	2	166.063856577502
20	100	1	6	0.5	1	2.67973239888497	171.12233111396
20	100	1	6	0.5	1	2	70.3228304695099
20	100	1	6	0.5	1	1	83.4701257630968
20	100	1	6	0.5	1	2.16492526911364	100.907188334086
20	100	1	6	0.5	1	1	253.191037453574
20	100	1	6	0.5	1	1	50.0530286498341
20	100	1	6	0.5	1	1	4.6787276426457
20	100	1	6	0.5	1	2	198.340715817029
20	100	1	6	0.5	1	1	164.600357866573
20	100	1	6	0.5	1	2	323.847141869061
20	100	1	6	0.5	1	2	202.778680331564
20	100	1	6	0.5	1	2.46152544133251	229.040832073327
20	100	1	6	0.5	1	2.51547279533027	267.891309878085
20	100	1	6	0.5	1	1	145.574173117339
20	100	1	6	0.5	1	2	135.4024958252
20	100	1	6	0.5	1	2	180.220109929318
20	100	1	6	0.5	1	2.49143293697872	239.910489483739
20	100	1	6	0.5	1	2.37614397341333	283.123106802858
20	100	1	6	0.5	1	2.43562144377845	169.488746946629
20	100	1	6	0.5	1	1	77.3936728634636
20	100	1	6	0.5	1	2	325.51441311649
20	100	1	6	0.5	1	1	37.9749049883375
